timestamp,tec,station,latitude,longitude,constellation,quiet_baseline_tecu,tec_anomaly_tecu,tec_percent_anomaly,storm_period
2024-05-08 00:00:00+00:00,25.13712269361673,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.28996543405284925,1.1669964134075705,False
2024-05-08 00:05:00+00:00,24.61926670038387,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,-0.22789055918000756,-0.9171695449880511,False
2024-05-08 00:10:00+00:00,25.51218059596818,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.6650233364042997,2.6764564229911114,False
2024-05-08 00:15:00+00:00,25.68486664804463,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.83770938848075,3.371449617876543,False
2024-05-08 00:20:00+00:00,24.470657145213057,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,-0.3765001143508222,-1.5152643435936888,False
2024-05-08 00:25:00+00:00,24.849486730820253,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.0023294712563739495,0.009375202289901057,False
2024-05-08 00:30:00+00:00,25.57963296020545,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.7324757006415723,2.947925563434973,False
2024-05-08 00:35:00+00:00,25.46618438852094,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.619027128957061,2.4913398441940164,False
2024-05-08 00:40:00+00:00,25.68703220053962,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.83987494097574,3.380165111855865,False
2024-05-08 00:45:00+00:00,25.396491531855883,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,0.549334272292004,2.21085360612253,False
2024-05-08 00:50:00+00:00,26.26148755610924,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.4143302965453621,5.692121162073679,False
2024-05-08 00:55:00+00:00,26.300749952404487,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.4535926928406084,5.850136809035201,False
2024-05-08 01:00:00+00:00,26.06499000697752,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.2178327474136417,4.901296090702238,False
2024-05-08 01:05:00+00:00,26.62657461245329,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.7794173528894106,7.161452452290082,False
2024-05-08 01:10:00+00:00,26.41320241577456,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.5660451562106807,6.302713585506433,False
2024-05-08 01:15:00+00:00,25.89907626723193,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.051919007668051,4.233558779699671,False
2024-05-08 01:20:00+00:00,26.534018441052496,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.6868611814886165,6.788950397290739,False
2024-05-08 01:25:00+00:00,26.018254998294577,SYNTHETIC_TEST_ONLY,65.0,-20.0,TEST,24.84715725956388,1.1710977387306976,4.713206128559968,False
